iter	Logloss
123	0.4171353125
124	0.4165160388
125	0.4162366507
126	0.4157288803
127	0.4151554335
128	0.4144079344
129	0.4132358323
130	0.4129730662
131	0.4121439684
132	0.4115126667
133	0.4112258129
134	0.4106529609
135	0.4101258275
136	0.4096787482
137	0.4086652618
138	0.4079810455
139	0.4070765085
140	0.4060551396
141	0.4054138351
142	0.4044983709
143	0.4040135662
144	0.4033212906
145	0.403036661
146	0.402345509
147	0.4020558952
148	0.4009502324
149	0.4003139055
150	0.3996687988
151	0.3992223111
152	0.398390115
153	0.3981043895
154	0.397324224
155	0.3965452081
156	0.3959811695
157	0.3955107816
158	0.3950453272
159	0.3944093142
160	0.3939753498
161	0.393111653
162	0.3928396951
163	0.3923454455
164	0.3920781606
165	0.3918496057
166	0.3913981025
167	0.3908540052
168	0.3901696365
169	0.3899426664
170	0.389240287
171	0.3885011325
172	0.3882416974
173	0.38762627
174	0.38723752
175	0.3870359647
176	0.3861768068
177	0.3856285686
178	0.3849339247
179	0.3843470074
180	0.3840317598
181	0.3835127545
182	0.3830729428
183	0.3827655365
184	0.3823563111
185	0.3822069097
186	0.3821322433
187	0.3818378812
188	0.3815058317
189	0.380957031
190	0.3807360074
191	0.3806129563
192	0.3803786709
193	0.3800777517
194	0.379936844
195	0.3795967942
196	0.3791243305
197	0.3788188137
198	0.3784866677
199	0.3779575603
200	0.3774801218
201	0.3771482751
202	0.3764842366
203	0.3761648778
204	0.3758932956
205	0.3756416692
206	0.3751873898
207	0.3746999282
208	0.3745586075
209	0.3742852215
210	0.3741604429
211	0.3738898667
212	0.3735291612
213	0.3731143312
214	0.3724732125
215	0.3722167176
216	0.3721742821
217	0.3717047802
218	0.3713875615
219	0.3710488143
220	0.3708099206
221	0.3702684474
222	0.3697027047
223	0.3692011776
224	0.3686896307
225	0.3685021928
226	0.3680190335
227	0.3676930133
228	0.3672557282
229	0.3667378963
230	0.3663138011
231	0.3659371399
232	0.3655591042
233	0.3653738666
234	0.3649914113
235	0.3646651278
236	0.3644172841
237	0.3642098244
238	0.364002896
239	0.3637475017
240	0.3634709645
241	0.3632490611
242	0.3631047873
243	0.3628585272
244	0.3626400309
245	0.3623487932
246	0.3620598652
247	0.3618847448
248	0.3614564594
249	0.3611582352
250	0.3609280449
251	0.3607215203
252	0.3603933636
253	0.3602999918
254	0.359970795
255	0.3598000037
256	0.3594657408
257	0.3592280639
258	0.3589279662
259	0.3587448937
260	0.3585230831
261	0.3584904688
262	0.3580755644
263	0.3578121019
264	0.3576163871
265	0.3572052677
266	0.357046534
267	0.3567288685
268	0.3563568379
269	0.3562494213
270	0.3559326264
271	0.3557027336
272	0.355582374
273	0.3554967323
274	0.3553243574
275	0.3552301222
276	0.3549704488
277	0.3547044838
278	0.3545923951
279	0.3544120466
280	0.3539509176
281	0.3537888517
282	0.3536293138
283	0.3533154015
284	0.3530561997
285	0.3529336313
286	0.3527112951
287	0.3524811407
288	0.352263292
289	0.352007843
290	0.3519182507
291	0.3517477381
292	0.351471188
293	0.3512914178
294	0.3511630236
295	0.3507987031
296	0.350736108
297	0.3504721575
298	0.3503016162
299	0.3501709151
300	0.3501547618
301	0.350006959
302	0.3499517696
303	0.3498493442
304	0.3497780707
305	0.3496661189
306	0.3495345535
307	0.3492941443
308	0.3492254215
309	0.349005489
310	0.348848871
311	0.3485379412
312	0.3483087025
313	0.3482300107
314	0.3481128201
315	0.3480037012
316	0.3477774268
317	0.3473645308
318	0.3472692224
319	0.3470756027
320	0.3469430894
321	0.3468706392
322	0.3467889517
323	0.3465830836
324	0.3464573415
325	0.3463442785
326	0.3461681424
327	0.346038611
328	0.345841251
329	0.3457429722
330	0.3456927077
331	0.3456144693
332	0.3455398527
333	0.3454418225
334	0.3452297839
335	0.3451397409
336	0.3450134597
337	0.3449733516
338	0.3448296575
339	0.3447456053
340	0.3445169253
341	0.3443985423
342	0.3443508053
343	0.3442232709
344	0.3441293945
345	0.344080884
346	0.3438911975
347	0.3437398896
348	0.3435720024
349	0.3433135166
350	0.3432619103
351	0.3430885478
352	0.3429759255
353	0.3427815432
354	0.3426489084
355	0.3425517258
356	0.3424401902
357	0.3424238248
358	0.3422956404
359	0.3421401604
360	0.342000421
361	0.3418450616
362	0.3417555903
363	0.3416220074
364	0.3415605904
365	0.341406197
366	0.3411944771
367	0.3411233418
368	0.3406165468
369	0.340535167
370	0.3404907354
371	0.3404187907
372	0.3403355372
373	0.3402632461
374	0.3401313199
375	0.33998484
376	0.3398588203
377	0.3397985357
378	0.3397333373
379	0.3392093833
380	0.3390660688
381	0.3389179643
382	0.3386290782
383	0.3385265472
384	0.3384376846
385	0.3383085477
386	0.3382335725
387	0.3381086548
388	0.3379707509
389	0.3378773947
390	0.337747052
391	0.3376856268
392	0.3376251271
393	0.3374486246
394	0.3370846851
395	0.3369967827
396	0.3369028456
397	0.3368121995
398	0.3365965596
399	0.3364535861
400	0.336318425
401	0.3361820284
402	0.336076447
403	0.3360040604
404	0.3358994088
405	0.3356079411
406	0.3354962484
407	0.3354135593
408	0.3353635148
409	0.3348946727
410	0.3345653485
411	0.3343326703
412	0.33425109
413	0.3340502871
414	0.3339811896
415	0.3338819638
416	0.3337496191
417	0.3335946142
418	0.3335047486
419	0.3333303157
420	0.3332454457
421	0.3331620052
422	0.3331028185
423	0.3329193206
424	0.3328170042
425	0.3326192236
426	0.3325412943
427	0.3322516603
428	0.3321282122
429	0.3320660075
430	0.3319820149
431	0.3318425118
432	0.3317157068
433	0.3316479916
434	0.3315742953
435	0.3314905513
436	0.331431668
437	0.3313673708
438	0.3312448491
439	0.3311845115
440	0.3311064687
441	0.3310481255
442	0.3310019036
443	0.3309428867
444	0.3308590301
445	0.3307914698
446	0.3307318414
447	0.330649833
448	0.3305370288
449	0.330463273
450	0.3303823327
451	0.330260383
452	0.3301599459
453	0.3300350216
454	0.3298811404
455	0.3297881635
456	0.329624667
457	0.3295347134
458	0.3294871086
459	0.3293166443
460	0.3292859197
461	0.3290998293
462	0.3289906683
463	0.3289423213
464	0.3288861822
465	0.3287954362
466	0.3287024054
467	0.3286334758
468	0.328555482
469	0.3284690284
470	0.328395744
471	0.3282087566
472	0.3281180242
473	0.3280341844
474	0.3279835687
475	0.3278794368
476	0.3275583081
477	0.3274248577
478	0.3273573955
479	0.3273087069
480	0.3272685693
481	0.3271984396
482	0.3271400917
483	0.32692098
484	0.3268530894
485	0.3267771139
486	0.3266992741
487	0.3266259159
488	0.3265305496
489	0.3263677366
490	0.3263056416
491	0.3262211729
492	0.3261089615
493	0.325954619
494	0.3258589308
495	0.3255424514
496	0.325465091
497	0.3253600367
498	0.3252966325
499	0.3252489779
500	0.3251900428
501	0.3250611383
502	0.3249831759
503	0.3248658511
504	0.3247729216
505	0.3247002986
506	0.3245741376
507	0.3244644319
508	0.3241360386
509	0.3240471669
510	0.3239549315
511	0.3238691048
512	0.3237340654
513	0.3236602783
514	0.3236039633
515	0.32352391
516	0.3234381495
517	0.3233316443
518	0.3232646208
519	0.323190732
520	0.323111328
521	0.3230215905
522	0.3229196941
523	0.3228445264
524	0.3227747875
525	0.3226949525
526	0.3224827857
527	0.3223961142
528	0.3223347244
529	0.3222565022
530	0.3222115406
531	0.3221473539
532	0.3220742262
533	0.3220042855
534	0.321942245
535	0.3218628935
536	0.3217982707
537	0.3217211634
538	0.321640591
539	0.3215485693
540	0.3214529493
541	0.3212265661
542	0.3211230752
543	0.3210413839
544	0.3209487112
545	0.320901573
546	0.3207274843
547	0.3206864047
548	0.3206095888
549	0.3205299974
550	0.3204707128
551	0.320411728
552	0.3203478224
553	0.3202242665
554	0.3201810616
555	0.3201141873
556	0.3200311048
557	0.3199563367
558	0.3198692061
559	0.3197931979
560	0.3196541161
561	0.3195602705
562	0.3194852766
563	0.3194099773
564	0.3193176825
565	0.3192176558
566	0.3191207693
567	0.3190746378
568	0.3189829828
569	0.318912999
570	0.3188430557
571	0.3187864125
572	0.3186933359
573	0.3186306465
574	0.3185595615
575	0.318418264
576	0.3183894063
577	0.3183364981
578	0.3179976614
579	0.317877948
580	0.3177410198
581	0.3176814557
582	0.3176173238
583	0.3175440212
584	0.3174617587
585	0.3173586924
586	0.3172655867
587	0.3172003529
588	0.3170824018
589	0.3169555257
590	0.3169031504
591	0.3168208119
592	0.3167412604
593	0.3166793811
594	0.3166511585
595	0.3165627835
596	0.3164984224
597	0.3164276688
598	0.3163507469
599	0.3162365658
600	0.3160471701
601	0.3159459144
602	0.3158763679
603	0.3157170773
604	0.315582291
605	0.315520338
606	0.3154539619
607	0.3153786981
608	0.3153328386
609	0.3152344022
610	0.3150224169
611	0.3149726093
612	0.3148859963
613	0.3147986565
614	0.3146962809
615	0.314641352
616	0.3145629721
617	0.3144862045
618	0.3143069251
619	0.3142414785
620	0.3141654182
621	0.3140772079
622	0.3138035049
623	0.3137131037
624	0.3136559685
625	0.313603131
626	0.3135302423
627	0.3134604982
628	0.313383664
629	0.3133091632
630	0.3132520367
631	0.313150088
632	0.3130804093
633	0.3129961629
634	0.312952367
635	0.3128940646
636	0.3126867837
637	0.312616934
638	0.3125406689
639	0.3124724544
640	0.3123975745
641	0.3122896064
642	0.3122280879
643	0.312148133
644	0.3120526934
645	0.3119630099
646	0.311878253
647	0.3118008009
648	0.311729567
649	0.3116730282
650	0.3116051663
651	0.3115204474
652	0.3114503767
653	0.3113999817
654	0.3112976377
655	0.3112346074
656	0.3111786427
657	0.3108799519
658	0.3107976993
659	0.3107305506
660	0.3106405191
661	0.3105532422
662	0.3104892191
663	0.3104232261
664	0.3103580715
665	0.3103015291
666	0.3102312386
667	0.3101459013
668	0.3100862118
669	0.3099820843
670	0.3099346546
671	0.3098508111
672	0.3098015817
673	0.309748635
674	0.3095652358
675	0.3094811965
676	0.3093786863
677	0.3092991801
678	0.3092041
679	0.3091185822
680	0.3090303406
681	0.3089658207
682	0.3088810635
683	0.308812976
684	0.3087290791
685	0.3086679379
686	0.3085752252
687	0.3085249204
688	0.3084660592
689	0.308413861
690	0.3083501998
691	0.3082767797
692	0.3081925814
693	0.3080987359
694	0.3079971011
695	0.307910658
696	0.3078556183
697	0.307788486
698	0.3077164524
699	0.3074149726
700	0.307347328
701	0.3072702963
702	0.3071751695
703	0.3070910528
704	0.3070085112
705	0.3069254305
706	0.3068425418
707	0.3067811847
708	0.3067163668
709	0.3066266589
710	0.3065024926
711	0.3064196891
712	0.3063482859
713	0.3060461441
714	0.3059602363
715	0.3059016896
716	0.3058304292
717	0.3057540762
718	0.3056998355
719	0.3056179338
720	0.3055471776
721	0.305472589
722	0.3053842249
723	0.3052967724
724	0.3052080153
725	0.3051054692
726	0.3050096156
727	0.3049322943
728	0.3048359496
729	0.3047521725
730	0.3045688188
731	0.3044864954
732	0.3043921873
733	0.304316911
734	0.3042322126
735	0.3041142631
736	0.3040472645
737	0.3039410568
738	0.30383663
739	0.3037779988
740	0.3036838735
741	0.3036277484
742	0.3035414894
743	0.3034576493
744	0.3033846902
745	0.3032051727
746	0.3031349875
747	0.3030418695
748	0.3029570506
749	0.302866076
750	0.3027820908
751	0.3026766211
752	0.3026063256
753	0.3025351028
754	0.3024469642
755	0.3023869019
756	0.3023043633
757	0.3022365622
758	0.3021712651
759	0.3021285054
760	0.3020602601
761	0.3019742513
762	0.301884904
763	0.3018185852
764	0.3017340741
765	0.3016502001
766	0.3015494477
767	0.3014594824
768	0.3013739423
769	0.3012835801
770	0.3012046377
771	0.301134817
772	0.3010400605
773	0.3009616879
774	0.3008727554
775	0.3007786761
776	0.3006895782
777	0.3006096209
778	0.3005158304
779	0.3004358507
780	0.3003588886
781	0.3002598072
782	0.3001659278
783	0.3000801071
784	0.299998718
785	0.2999099906
786	0.2998072313
787	0.2997285503
788	0.2996205902
789	0.2995078138
790	0.2994189073
791	0.2993438785
792	0.2992541371
793	0.2991651681
794	0.2990904977
795	0.2990149301
796	0.2989269677
797	0.2988380194
798	0.2987335389
799	0.2986364883
800	0.2985486816
801	0.2984487646
802	0.2983833405
803	0.2983226366
804	0.2982223449
805	0.2981207522
806	0.2980256716
807	0.2979411532
808	0.2978330296
809	0.2976678515
810	0.2975891075
811	0.2975095152
812	0.297427902
813	0.2973458453
814	0.2972385091
815	0.2971724201
816	0.2970808801
817	0.2969697038
818	0.2968685182
819	0.2967857473
820	0.2966828132
821	0.2965790417
822	0.2964636396
823	0.2963545391
824	0.2962621265
825	0.2961677341
826	0.2960665337
827	0.2959760754
828	0.2958918043
829	0.2958240831
830	0.2957248267
831	0.2956336797
832	0.2955388694
833	0.295436163
834	0.295333297
835	0.2952531041
836	0.2951608763
837	0.2950737687
838	0.2949752442
839	0.2948680941
840	0.2948044635
841	0.2947037305
842	0.294593422
843	0.2945027165
844	0.2944021292
845	0.29431427
846	0.2942243924
847	0.2941188223
848	0.2940164948
849	0.2939127524
850	0.2938169652
851	0.2937101267
852	0.2936258775
853	0.2935231622
854	0.29342972
855	0.2933249437
856	0.2932439802
857	0.2931570173
858	0.2930614759
859	0.2929628681
860	0.2928877223
861	0.2928102564
862	0.2927302964
863	0.2926441515
864	0.2925455966
865	0.2924559999
866	0.2923699834
867	0.2922634371
868	0.2921698581
869	0.292086873
870	0.2919890074
871	0.2918808968
872	0.2917784734
873	0.2916741062
874	0.2915997647
875	0.2915077705
876	0.2914223273
877	0.2913345125
878	0.2912436231
879	0.2911489054
880	0.2910480767
881	0.2909587167
882	0.2908706229
883	0.2907785503
884	0.290684985
885	0.2905835343
886	0.2904918874
887	0.2903861807
888	0.2902985114
889	0.2902128319
890	0.2901197419
891	0.2900145756
892	0.289927838
893	0.2898274712
894	0.2897395421
895	0.2896439408
896	0.2895591848
897	0.2894684836
898	0.28938326
899	0.2892962881
900	0.2892320031
901	0.2891357522
902	0.2890326972
903	0.2889519213
904	0.2888495914
905	0.2887556777
906	0.2886544519
907	0.2885655291
908	0.288463177
909	0.2883694974
910	0.2882666826
911	0.2881725018
912	0.2880840816
913	0.2879850913
914	0.2878881614
915	0.2877938707
916	0.287700386
917	0.2875994579
918	0.287507193
919	0.2874111274
920	0.2873144393
921	0.2872229199
922	0.2871335695
923	0.28706525
924	0.2869660977
925	0.2868825672
926	0.2867918167
927	0.2866959745
928	0.2865959249
929	0.2864980619
930	0.2863990764
931	0.2863079304
932	0.2862217153
933	0.2861266955
934	0.2860497099
935	0.2859552221
936	0.2858678845
937	0.2857712584
938	0.2856725377
939	0.2855751242
940	0.2854829908
941	0.2853977893
942	0.2853041216
943	0.2852030775
944	0.2851064288
945	0.2850122078
946	0.2845576642
947	0.284468941
948	0.2843811247
949	0.2842843262
950	0.2841983694
951	0.2841084967
952	0.2840186332
953	0.2839266967
954	0.2838339751
955	0.2837375845
956	0.2836483651
957	0.2835687348
958	0.2834741804
959	0.2833810332
960	0.2832888094
961	0.2831955988
962	0.2831024229
963	0.2830139453
964	0.2829332071
965	0.2828458304
966	0.2827565366
967	0.2826662861
968	0.2825809966
969	0.2824886043
970	0.2823963841
971	0.2823039109
972	0.2822147338
973	0.2821216665
974	0.2820317753
975	0.2819406023
976	0.2818490862
977	0.2817561294
978	0.2816662048
979	0.2815756476
980	0.28148507
981	0.2814020836
982	0.2813124038
983	0.2812337154
984	0.2811453511
985	0.2810552657
986	0.2809660838
987	0.2808775418
988	0.2807867376
989	0.2806970725
990	0.2806095557
991	0.2805208457
992	0.2804322344
993	0.2803559333
994	0.2802679798
995	0.2801833815
996	0.2800969171
997	0.2800091393
998	0.2799229582
999	0.2798357268
